案號,類別,日期,問題,答案,來源網址
002887,農藥管理,2023/11/15,若欲登記混合劑：1. 如果成分及含量比例是其他人 沒登記過的，屬於B類登記；如果成分及含量比例是已被登記過的，屬於D類登記。以上 理解是否無誤？2. 登記混合劑時，請問須提供內含成分的原體的五批次分析...,"1.如果有效成分尚未登記，屬於A類(新有效成分)農藥。如果成分已核准登記，僅改變比例則屬於B類(新含量或新混合劑)農藥。另外來信所提成分及含量比例如果已被登記過，屬於D類(已核准登記)農藥，有關貴公司如果未來申請D類(已核准登記)農藥，需注意是否符合農藥管理法第十條之核准登記屆滿八年規定。2.如果申請B類(新含量或新混合劑)農藥，需提供農藥原體的理化性資料，另農藥原體所需繳交毒理資料請參考農藥理化性及毒理試驗準則附件二之一(二)農藥原體等同性評估之相關規定。混合劑部分亦參考同準則附表等之規定。3.請提供原體製造商授權書。4.如果是申請成品農藥輸入許可證，請參考農藥許可證申請及核發辦法規定，需提供成品農藥生產國許可證明文件(其農藥原體亦需經審核)。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=660e455926047cfa89e87b67de816d79
002885,食品安全,2024/03/20,有關出口茶葉至歐盟、日本、美國、大陸等地區，請問這些國家最新的茶葉農藥殘留標準為何？,"1.不同國家（區域）農產品中農藥殘留容許量標準可至本所網頁>農藥應用>不同國家（區域）農產品中農藥殘留容許量標準查詢網站查詢。
2.國內外殘留標準比對之用藥基準，可點選本所網頁>農藥應用 >外銷農產品用藥基準。
3.農藥殘留標準多為正面表列，檢出未訂定標準且高於定量極限者即為不合格。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=11b3920b73f1c14a36cb12a8b666ba7b
002884,病蟲害防治,2023/11/08,這是綠腿黃化病毒嗎？要如何處理？,"從圖片的病徵初步診斷非瓜類褪綠黃化病毒。瓜類病毒種類多樣化，須進行核酸檢測才能較為確認種類，從部分黃暈且狀似有輪紋病徵推測，可能為薊馬傳播的病毒病害。請加強粉蝨及薊馬的防治，使用的工具如剪刀，需做好消毒(漂白水100倍，浸泡30分鐘)，才可以減輕病毒的傳播與蔓延。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=b870b6212eeb2bea6a6cd0341d23dbf7
002883,雜草防治,2023/10/31,草皮遭受香附子、白茅侵入以人工拔除很難挖除地下莖及塊莖，因面積龐大，不考慮整片刨除重鋪，是否能以嘉磷塞塗抹雜草地上部位防除？,"有關香附子(莎草科)以地下球莖繁殖，易於地下土中蔓延。依政府公告防治草皮上之莎草科雜草，建議可施用伏速隆10%可溼性粉劑 (750公克/公頃)、免速隆10%可溼性粉劑 (1.5公斤/公頃) 噴施於雜草莖葉，7~10天後使香附子葉片黃化、枯死，必須經過數次的施藥才可控制其發生的比例。白茅草(禾本科)屬深根性雜草，地下根莖在土中蔓延。依政府公告防治草皮上之禾本科雜草，建議可施用快克草50%可溼性粉劑(1公斤/公頃) 噴施於雜草莖葉。嘉磷塞屬非選擇性之系統型除草劑，適用於防除以地下莖繁殖之雜草，未公告使用於防治草皮雜草。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=fc6b3053aa387cdb0c0b4a081d2afc57
002882,作物健康管理與諮詢,2023/10/31,蟲繭如何防治？,"依據照片裡的特徵，可能是裳蛾科斑毒蛾屬的基斑毒蛾的蛹。防治上，幾項建議供您參考：1.可考量免登植物保護資材，例如苦楝油，來防治幼蟲。2.或利用蛾類的趨光性，來誘集成蟲。3.若發生數量較少時，建議以高枝剪移除害蟲。作業過程中，建議戴帽子、穿著長袖等，做好防護措施，以免因接觸毒蛾毛導致過敏反應。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=49510eb166546762f7b5a845a9b0aff3
002881,食品安全,2023/10/30,近年龍眼乾有幾件樣品驗出2-Phenylphenol，因為非登記用藥且無容許量規範，農民也反應並未使用相關農藥；且經搜尋多起煙燻加工食品案件也有驗出2-Phenylphenol。查詢109年 8月 1...,"1.本所近年無龍眼乾檢驗紀錄，故無相關資料可提供。食品風險評估諮議會議紀錄之後續辦理情形仍請洽主管機關(食藥署)瞭解。
2.在國外2-Phenylphenol可用於種子及採收後處理之農藥有效成分，但國內並非核准登記農藥。2-Phenylphenol亦可作為染料中間體、表面活性劑，並可抑制細菌或黴菌滋生作為防腐劑或消毒劑。
3.農產品殘留疑慮應先釐清檢驗標的樣態，如龍眼是否帶殼檢驗，進而比較殘留藥劑之檢驗方法與定量極限，如殘留量高於定量極限即可能不合格而須優先處理。如可能有鄰田施藥飄散、施藥器具或資材污染等情事，則建議從源頭逐一查明以進一步釐清。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=71d801bb9f3e158ff1fcd986a296ab2f
002880,食品安全,2023/10/25,蔬果如何清洗更安全？如何吃的更健康與無毒？,"一、有關蔬果清洗原則如下：1.開始處理前應先洗手及清洗相關器具(盆子、刀具和砧板)。2.包葉菜類主要殘留於外葉，可先剝除外葉1-3片。3.剝除外葉或去除腐葉及根部後，先將整顆包葉菜類或整株小葉菜類置於流動水下沖洗1分鐘。豆菜類、果菜類、水果類同樣先置於流動水下沖洗1分鐘。4.以盆子裝滿水後，開水龍頭保持水為流動狀態，放入所需的葉菜或果實於盆內，以流動水加強清洗菜葉與菜葉(果實)凹面處，可以軟毛刷協助刷洗果實凹面處，清洗1分鐘後，可換水清洗1-3次。5.若需生食，上述清洗步驟完成後，須以飲用水浸泡半分鐘，可換水浸泡1-2次，避免微生物汙染問題。6.蔬果清洗完後再做進一步截切，果蒂宜清洗完再切除。7.生食蔬果用刀具和砧板應與炒食用具區別。8.清洗截切完後的食材應瀝乾保持乾燥待進一步料理，生食蔬果應盡快食用避免微生物孳生。 
二、有關吃的更安全更安心：建議儘可能多吃鮮食與原形食物及食當季盛產蔬果或購買3章1Q的農產品，並參考上述原則清洗蔬果。 
 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=c5ed61dbb0741c244e3bcf0ec2829081
002879,作物健康管理與諮詢,2023/10/25,南洋杉葉尾焦黃原因為何？,"可能由栽培管理導致生長勢衰弱後有真菌感染的現象，請改善土壤排水與肥培的條件，並將有病徵處剪除後銷毀，另須注意植株環境的通風和日照問題，方可改善此徵狀。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=049cdbc54eb3f136f0f1a66fd4628e57
002878,農藥施用技術,2023/10/25,復祿芬登記在蒜頭園使用，是出芽後到採收前都可以全園噴灑嗎？,"復祿芬於蒜園使用時機，為整地種植後噴施於土壤表面及1-2葉齡之小草，不要噴及農作物。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=9e25b1e0856e4d3f687064e6f5131b2f
002877,生物農藥,2023/10/20,"是否有抓捕煙甲蟲或郭公蟲這類生物的費洛蒙貼紙,或防治藥物？","目前國內尚無菸甲蟲或郭公蟲的費洛蒙誘餌。建議可參考核准用於穀倉積穀害蟲的用藥，清單如附件。由於處理積穀害蟲的核准用藥大多屬於毒性高之農藥，建議聯繫專業的農藥代噴人員，提供代為操作服務。 
文件
 
1121017-01-01-01ProFile.PDF
 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=ec5569da394718a89f6dd3e28e93a33d
002876,農藥施用技術,2023/10/13,玉米定植前為了防止地下蟲危害，其中切根蟲登記藥劑是陶斯松但也快要禁用，是否有其他能在定植前拌土防治的藥劑？,"就玉米的切根蟲，幾項防治建議，供您參考：1.播種前田區淹水、深耕和曝曬：在玉米播種前，先進行田區淹水(建議7天)，等田土較乾後深耕曝曬，這樣可以減少土壤中幼蟲、蛹的數量。2.播種前清園：先清除前一期作的殘株，減少殘存卵、幼蟲，再播種。3.藥劑：若有用藥需求，可使用滅芬諾、賜諾特等，施藥重點在玉米植株靠近地基部，來加強保護效果。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=00bdb888e63da7453f9b27668709df05
002875,農藥管理,2023/10/13,We are looking for a regulatory consultant to work with us on obtaining a pesticide registration in ...,"To find a regulatory consultant and explore potential local partners in Taiwan, we recommend seeking out associations of pesticide agency in Taiwan, such as the Taipei Plant Protection Industry Association (http://www.taca.com.tw/index-1.html) or the Taiwan Crop Protection Industry Association (https://www.tcpia.org.tw/english/about). 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=ddecaec5ccfa7a1893382dc5213c5e8e
002874,農藥管理,2023/10/11,農噴共同科目課程可以多開幾班嗎？且不要集中在上半年，錯過了就要等明年了。,"農噴訓練為「年度訓練計畫」，每年年底至隔年初為計畫審核期，今(112)年度農噴共同科目訓練課程最後一梯次已於9月14日完成辦理，並於10月4日完成成績公告作業。另「農噴共同科目訓練課程」為資格訓，且依目前訓練辦法規定需於二年內完成專業技術科目測驗及格，逾期應重新訓練。目前本所已在規劃明(113)年農噴訓練計畫，「農噴共同科目訓練課程」，本所會將建議納入規劃考量，亦請您留意農藥所教育訓練官網資訊，明年初於官網公告當年度最新訓練資訊。(網址：
https://reurl.cc/Ny0vzn
)也可洽台大、嘉大、文化大學、宜蘭大學及東華大學等校查詢。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=2d256103041bbb9d2f3ee9de4a0a2125
002873,農藥管理,2023/10/11,農業部農業藥物試驗所技術移轉如何申請？,"1.凡符合資格者，可函文至本所申請，相關資訊請至本所網站技轉公告處查看。
2.需檢具廠商申請書(附相關證明文件)及技術授權意願書，向本所提出申請。 
文件
 
1121003-02-01-01ProFile.PDF
 
1121003-02-01-02ProFile.PDF
 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=5e6ef57a9338e921f7c844669bf346e9
002872,農作物污染,2023/09/26,撲滅松，達特南，賽氟滅會傷蘆筍嗎？對面的蕃薯田噴藥那天剛好風大且都吹向我的蘆筍田，隔天蘆筍田前面很多葉子都乾掉？,"有關'撲滅松、達特南、賽氟滅'3種藥劑，僅達特南經試驗核准使用於蘆筍，撲滅松及賽氟滅未經試驗及核准使用於蘆筍，故無法確定蘆筍受害是否為前述藥劑所造成的。若遇確認蘆筍植株受害是鄰田(甘藷田)噴藥飄散造成的，可逕向所屬縣市政府農業局申請農作物農藥藥害診斷，縣市政府承辦單位受理後，將會同案件關係人及轄區試驗改良場所現場會勘，經確認非由病、蟲等生物因子引起之作物異常，縣市政府承辦人將檢送蘆筍植株、藥劑樣品及相關背景資料至農藥所進行後續生物檢測或模擬測試，以研判施用藥劑與受害植株之因果關係。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=78af1afe2b4f87cfcd29ae96401355bd
002871,農藥施用技術,2023/09/26,殺菌劑菲克利一樣的濃度，有乳劑也有水懸劑，使用上是傳統拉管稀釋300- 500倍，是不是用乳劑就可以達到效果？,"1. 先確認施用的作物是否有菲克利登記之水懸劑或乳劑等劑型，可查詢本所植物保護資訊系統 
https://otserv2.acri.gov.tw/PPM/
 。
2. 水懸劑較乳劑因其他成分不同，在混藥與施用時水懸劑較不易產生藥害，但若施用的作物中有登記乳劑的前提下應可達相同藥效。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=baee14a2a219178ea301bba588e1d9ad
002870,作物健康管理與諮詢,2023/09/20,果樹枝幹白白的得了什麼菌病？,"從照片判定應為藻斑病，本病目前無防治藥劑，請加強通風與日照，並適當修剪枝條，數週後應當能改善此徵狀。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=3d26b934c2fac170f39d216fd33b578b
002869,作物健康管理與諮詢,2023/09/20,番荔枝斑點是怎麼發生的？,"番荔枝可能為藥液或其他資材不當施用後產生的痕跡。建議混用未曾施用過之藥劑與肥料時，請先小面積施用，確認不會造成作物異常。 另請注意使用適當施藥器械與施藥時機，並確認施藥器械無受其他物質汙染。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=c63e07a77d6745103633e930a9f13787
002868,藥毒物檢驗,2023/09/07,腐絕和克熱淨目前有被列為禁藥嗎？若沒有的話在柑橘的限制殘留含量是多少？,"1.腐絕、克熱淨為國內柑桔類之核准用藥，相關使用方法可至農藥資訊服務網(
https://pesticide.aphia.gov.tw/information/Query/Pesticide
)查詢。
2.國內柑桔類之農藥殘留容許量目前分別為腐絕10ppm、克熱淨5ppm，可至食藥署網站(
https://consumer.fda.gov.tw/
)查詢。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=534498f9723a549585e4960617fbe8c1
002867,農藥施用技術,2023/09/07,在百香果防治疫病的化學藥劑並沒有推薦「氟比賽得」這支藥劑，但是推薦藥劑裡面有氟比拔克以及福賽得這兩支，這樣農民在防治百香果疫病是可以使用氟比賽得的嗎？另外若是農民使用這支藥劑，在採集送樣農藥質譜快檢是...,"1.有關各農藥登記皆經過審慎評估及會議後公告使用，因此請依標示及規範使用藥劑，勿使用未登記藥劑。
2.不論單一或複合藥劑，檢驗方法皆以檢出主成分為主，並以主成分單獨出具檢驗結果，以氟比拔克為例，主成分包括氟比來以及普拔克，農藥殘留質譜快檢及國家公告檢驗方法檢驗方法可以檢出各別的殘留濃度。有關「氟比賽得」這支藥劑，有效成分為氟比來及福賽得，農藥殘留質譜快檢及國家公告檢驗方法可檢出氟比來。福賽得則不在農藥殘留質譜快檢及國家公告檢驗方法可檢驗項目中。然而，衛生單位及農政單位仍會採計畫方式及單一藥劑檢驗方法抽驗福賽得的殘留情形，故化學農藥的使用，仍應遵循農業部防檢署公告之農藥使用方法及衛福部食藥署公告之農藥殘留容許量標準。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=4a7f57e7c94f80af96f3068b951529a6
